year,predicted_temp
2025,17.09411111111112
2026,17.206313131313124
2027,17.318515151515157
2028,17.430717171717163
2029,17.542919191919196
2030,17.655121212121202
2031,17.767323232323236
2032,17.87952525252524
2033,17.991727272727275
2034,18.10392929292931
