year,predicted_temp
2025,21.50072222222221
2026,21.568126262626265
2027,21.635530303030293
2028,21.702934343434322
2029,21.77033838383838
2030,21.837742424242407
2031,21.905146464646464
2032,21.972550505050492
2033,22.03995454545455
2034,22.107358585858577
