year,predicted_temp
2025,10.05749999999999
2026,10.11251515151514
2027,10.16753030303029
2028,10.22254545454544
2029,10.277560606060604
2030,10.332575757575754
2031,10.387590909090903
2032,10.442606060606053
2033,10.497621212121203
2034,10.552636363636353
