year,predicted_temp
2025,17.97305555555556
2026,17.878944444444443
2027,17.784833333333353
2028,17.690722222222234
2029,17.596611111111116
2030,17.502500000000026
2031,17.408388888888908
2032,17.31427777777779
2033,17.22016666666667
2034,17.126055555555553
