year,predicted_temp
2025,26.161277777777773
2026,26.174964646464645
2027,26.188651515151513
2028,26.20233838383838
2029,26.21602525252525
2030,26.22971212121212
2031,26.24339898989899
2032,26.257085858585857
2033,26.270772727272725
2034,26.284459595959596
