year,predicted_temp
2025,17.642111111111113
2026,17.64819191919192
2027,17.654272727272726
2028,17.660353535353536
2029,17.666434343434346
2030,17.672515151515153
2031,17.67859595959596
2032,17.68467676767677
2033,17.69075757575758
2034,17.696838383838386
