year,predicted_temp
2025,25.725388888888887
2026,25.738626262626262
2027,25.751863636363634
2028,25.76510101010101
2029,25.77833838383838
2030,25.791575757575757
2031,25.80481313131313
2032,25.818050505050504
2033,25.831287878787876
2034,25.84452525252525
