year,predicted_temp
2025,19.64099999999999
2026,19.685878787878778
2027,19.730757575757565
2028,19.775636363636366
2029,19.820515151515153
2030,19.86539393939394
2031,19.910272727272726
2032,19.955151515151513
2033,20.0000303030303
2034,20.044909090909087
