year,predicted_temp
2025,10.677777777777777
2026,10.76670707070707
2027,10.855636363636364
2028,10.944565656565658
2029,11.033494949494951
2030,11.122424242424245
2031,11.211353535353538
2032,11.300282828282832
2033,11.389212121212125
2034,11.478141414141419
