year,predicted_temp
2025,22.72338888888889
2026,22.738611111111112
2027,22.753833333333336
2028,22.769055555555557
2029,22.78427777777778
2030,22.799500000000002
2031,22.814722222222226
2032,22.829944444444447
2033,22.84516666666667
2034,22.86038888888889
