year,predicted_temp
2025,16.077111111111115
2026,16.11232828282828
2027,16.147545454545458
2028,16.182762626262623
2029,16.2179797979798
2030,16.253196969696965
2031,16.288414141414144
2032,16.323631313131322
2033,16.358848484848487
2034,16.394065656565665
