year,predicted_temp
2025,6.339388888888884
2026,6.36732323232323
2027,6.395257575757569
2028,6.423191919191915
2029,6.451126262626261
2030,6.4790606060605995
2031,6.5069949494949455
2032,6.5349292929292915
2033,6.56286363636363
2034,6.590797979797976
