year,predicted_temp
2025,19.493222222222187
2026,19.753414141414112
2027,20.013606060606037
2028,20.273797979797962
2029,20.533989898989887
2030,20.794181818181812
2031,21.054373737373737
2032,21.314565656565662
2033,21.574757575757587
2034,21.834949494949512
