year,predicted_temp
2025,18.334944444444446
2026,18.350237373737375
2027,18.365530303030305
2028,18.380823232323234
2029,18.396116161616163
2030,18.411409090909093
2031,18.426702020202022
2032,18.44199494949495
2033,18.45728787878788
2034,18.47258080808081
