year,predicted_temp
2025,16.815111111111094
2026,16.903676767676757
2027,16.99224242424242
2028,17.080808080808083
2029,17.169373737373718
2030,17.25793939393938
2031,17.346505050505044
2032,17.435070707070707
2033,17.52363636363637
2034,17.612202020202005
