year,predicted_temp
2025,11.331555555555525
2026,11.439005050505045
2027,11.546454545454537
2028,11.65390404040403
2029,11.761353535353521
2030,11.868803030303013
2031,11.976252525252505
2032,12.083702020201997
2033,12.191151515151489
2034,12.298601010100981
