year,predicted_temp
2025,13.889388888888874
2026,13.976898989898984
2027,14.064409090909095
2028,14.151919191919205
2029,14.239429292929287
2030,14.326939393939398
2031,14.414449494949508
2032,14.50195959595959
2033,14.5894696969697
2034,14.676979797979811
