year,predicted_temp
2025,23.624055555555557
2026,23.60438383838384
2027,23.58471212121212
2028,23.56504040404041
2029,23.54536868686869
2030,23.525696969696973
2031,23.506025252525255
2032,23.486353535353537
2033,23.46668181818182
2034,23.447010101010108
