year,predicted_temp
2025,28.6505
2026,28.680787878787882
2027,28.711075757575763
2028,28.741363636363637
2029,28.771651515151518
2030,28.8019393939394
2031,28.832227272727273
2032,28.862515151515154
2033,28.892803030303035
2034,28.92309090909091
