year,predicted_temp
2025,15.895111111111078
2026,15.981313131313101
2027,16.067515151515124
2028,16.153717171717147
2029,16.23991919191917
2030,16.326121212121194
2031,16.412323232323217
2032,16.49852525252524
2033,16.584727272727264
2034,16.67092929292926
