year,predicted_temp
2025,12.637388888888893
2026,12.703202020202042
2027,12.769015151515163
2028,12.834828282828283
2029,12.900641414141433
2030,12.966454545454553
2031,13.032267676767702
2032,13.098080808080823
2033,13.163893939393944
2034,13.229707070707093
