year,predicted_temp
2025,11.470333333333315
2026,11.550287878787884
2027,11.630242424242425
2028,11.710196969696966
2029,11.790151515151507
2030,11.870106060606048
2031,11.950060606060589
2032,12.03001515151513
2033,12.1099696969697
2034,12.18992424242424
